rank,selected,objective_profile,objective_score,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,activation_prec,kv_bits,active_params_B,total_params_B,architecture_family,attention_type,mla_kv_latent,mla_q_latent,nsa_select_top_k,nsa_window,csa_block,csa_top_k,csa_dim,indexshare_buckets,indexshare_top_k,indexshare_dim,msa_window,msa_dilated_top_k,msa_global_top_k,yoco_self_attn_layers,yoco_share_pattern,cp,cp_method,rope_method,rope_factor,mtp_depth,tp,pp,dp,state_layers,attention_layers,placement_strategy,local_attn_layers,local_window,moe_style,n_experts,top_k,expert_dim,ep,vocab_size,predicted_loss,loss_ci_low,loss_ci_high,uncertainty_total_pct,training_tps,training_tps_per_gpu,serving_tbt_ms,serving_ttft_ms,training_memory_gb,memory_gb,confidence
76,False,serving_cost,0.50769574,9216,29,144,64,16,24576,bf16,fp8,bf16,4,29.897533,29.897533,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,29,none,0,0,dense,0,0,0,1,256000,2.0241,1.8542,2.1941,8.40,46112,5764,6.6,3117.5,7.7,103.6,low
77,False,serving_cost,0.50940683,10240,29,160,64,8,27648,bf16,fp8,bf16,4,33.644155,33.644155,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,29,none,0,0,dense,0,0,0,1,128256,2.0677,1.8869,2.2485,8.75,39639,4955,5.5,3472.4,8.6,106.1,low
78,False,serving_cost,0.51231836,14336,15,112,128,8,37888,fp8,fp8,bf16,8,31.966269,31.966269,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,15,none,0,0,dense,0,0,0,1,32000,2.5327,2.2578,2.8075,10.85,54620,6827,5.5,2024.5,8.2,128.9,low
79,False,serving_cost,0.51269645,11264,18,88,128,8,29696,bf16,bf16,bf16,8,28.813177,28.813177,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,18,none,0,0,dense,0,0,0,1,256000,2.1622,1.9735,2.3510,8.73,43588,5448,7.3,2085.3,8.1,115.4,medium
80,False,serving_cost,0.52432814,15360,13,240,64,24,40960,fp8,fp8,bf16,4,35.224689,35.224689,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.5994,2.2770,2.9219,12.40,52715,6589,4.3,2463.2,9.0,127.9,low
81,False,serving_cost,0.53002718,11264,21,88,128,1,29696,fp8,fp8,bf16,8,32.230291,32.230291,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,21,none,0,0,dense,0,0,0,1,256000,2.2296,2.0212,2.4380,9.35,56599,7075,7.1,2135.8,8.0,119.2,low
82,False,serving_cost,0.53330611,16384,10,128,192,128,44032,fp8,fp8,bf16,4,27.366064,27.366064,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,10,none,0,0,dense,0,0,0,1,65536,2.7375,2.3813,3.0938,13.01,53498,6687,4.5,2488.2,7.4,129.0,low
83,False,serving_cost,0.53411702,10240,26,160,64,16,27648,bf16,fp8,bf16,4,33.324278,33.324278,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,26,none,0,0,dense,0,0,0,1,256000,2.0831,1.9047,2.2615,8.56,43869,5484,6.2,3140.1,8.5,109.2,low
84,False,serving_cost,0.53604959,10240,25,80,128,8,27648,bf16,bf16,bf16,4,32.244224,32.244224,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.0790,1.9018,2.2563,8.53,36232,4529,7.2,2535.7,8.9,110.0,low
85,False,serving_cost,0.53616528,10240,22,160,64,32,27648,fp8,fp8,bf16,4,29.465436,29.465436,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,22,none,0,0,dense,0,0,0,1,256000,2.1420,1.9548,2.3293,8.74,56477,7060,7.2,2644.7,7.4,112.3,low
86,False,serving_cost,0.54073936,11264,22,88,128,8,29696,fp8,fp8,bf16,8,28.88824,28.88824,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,22,none,0,0,dense,0,0,0,1,32000,2.2321,2.0401,2.4242,8.60,54041,6755,7.4,2227.4,7.4,121.0,low
87,False,serving_cost,0.54252858,11264,22,88,128,1,29696,fp8,fp8,bf16,8,29.199667,29.199667,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,22,none,0,0,dense,0,0,0,1,65536,2.2244,2.0224,2.4265,9.08,54040,6755,7.4,2227.4,7.4,121.0,low
88,False,serving_cost,0.54344282,14336,14,112,128,8,37888,bf16,bf16,bf16,4,36.31888,36.31888,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,14,none,0,0,dense,0,0,0,1,256000,2.4553,2.1776,2.7331,11.31,37146,4643,5.4,2185.3,10.1,123.8,low
89,False,serving_cost,0.54620372,10240,26,80,128,8,27648,bf16,bf16,bf16,4,29.423575,29.423575,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,26,none,0,0,dense,0,0,0,1,65536,2.0940,1.9174,2.2706,8.43,34847,4356,7.5,2628.6,8.3,110.8,low
90,False,serving_cost,0.54737759,11264,20,176,64,16,29696,fp8,fp8,bf16,8,31.373844,31.373844,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,20,none,0,0,dense,0,0,0,1,256000,2.2269,2.0249,2.4290,9.07,55069,6884,6.7,2658.5,7.8,116.8,low
91,False,serving_cost,0.54867857,14336,13,112,128,16,37888,bf16,bf16,bf16,4,28.208116,28.208116,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,13,none,0,0,dense,0,0,0,1,32000,2.5071,2.2417,2.7726,10.59,39635,4954,6.4,2051.9,8.2,126.0,low
92,False,serving_cost,0.55167323,9216,36,144,64,1,24576,fp8,fp8,bf16,4,31.209431,31.209431,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,36,none,0,0,dense,0,0,0,1,32000,2.1795,1.9851,2.3740,8.92,40906,5113,6.1,3749.0,7.8,102.6,low
93,False,serving_cost,0.55164928,14336,13,112,192,112,37888,fp8,fp8,bf16,4,28.546675,28.546675,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4686,2.2030,2.7343,10.76,50526,6316,5.5,2758.4,7.5,124.4,low
94,False,serving_cost,0.55445551,10240,24,80,128,1,27648,fp8,fp8,bf16,8,30.723768,30.723768,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,24,none,0,0,dense,0,0,0,1,256000,2.1558,1.9630,2.3485,8.94,56487,7061,7.9,2190.8,7.6,116.6,low
95,False,serving_cost,0.55753142,9216,31,144,64,1,24576,bf16,bf16,bf16,4,31.085476,31.085476,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0705,1.8875,2.2535,8.84,33270,4159,6.7,3516.6,8.6,101.1,low
96,False,serving_cost,0.56330067,15360,11,120,192,120,40960,bf16,fp8,bf16,4,28.216535,28.216535,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,128256,2.5574,2.2536,2.8611,11.88,46914,5864,5.3,2617.3,7.7,126.3,low
97,False,serving_cost,0.56947574,15360,11,240,64,16,40960,bf16,bf16,bf16,8,27.281664,27.281664,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,32000,2.6445,2.3274,2.9616,11.99,40201,5025,5.7,2370.3,8.1,127.1,low
98,False,serving_cost,0.58030992,10240,31,80,128,1,27648,fp8,fp8,bf16,4,33.568174,33.568174,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,32000,2.1900,1.9951,2.3849,8.90,43744,5468,7.1,2768.1,8.3,115.1,low
99,False,serving_cost,0.59357801,9216,32,144,64,16,24576,bf16,fp8,bf16,4,30.147674,30.147674,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,32,none,0,0,dense,0,0,0,1,128256,2.0125,1.8442,2.1807,8.36,41796,5225,7.3,3418.1,7.7,107.4,low
100,False,serving_cost,0.59812364,10240,23,160,64,16,27648,bf16,fp8,bf16,8,30.084116,30.084116,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,23,none,0,0,dense,0,0,0,1,256000,2.0747,1.9007,2.2486,8.39,49589,6199,7.8,2802.2,7.8,115.7,medium
101,False,serving_cost,0.59848986,14336,14,112,192,112,37888,fp8,fp8,bf16,4,27.699847,27.699847,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.5157,2.2529,2.7785,10.45,46924,5866,5.9,2954.3,7.3,127.4,low
102,False,serving_cost,0.60129129,8192,40,64,128,8,21504,fp8,fp8,bf16,4,31.374049,31.374049,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,40,none,0,0,dense,0,0,0,1,256000,1.9908,1.8232,2.1585,8.42,47336,5917,8.4,2779.7,7.7,106.2,medium
103,False,serving_cost,0.60346247,14336,11,112,192,112,37888,bf16,bf16,bf16,4,28.383302,28.383302,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.5163,2.2274,2.8052,11.48,38634,4829,6.3,2626.3,8.2,121.4,low
104,False,serving_cost,0.61307327,15360,12,120,192,120,40960,bf16,fp8,bf16,4,27.466506,27.466506,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.5908,2.2961,2.8856,11.38,43014,5377,5.8,2835.9,7.5,129.2,low
105,False,serving_cost,0.61764987,15360,12,120,192,120,40960,bf16,fp8,bf16,4,28.496732,28.496732,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,12,none,0,0,dense,0,0,0,1,65536,2.5440,2.2546,2.8335,11.38,43011,5376,5.8,2835.9,7.7,129.5,low
106,False,serving_cost,0.62607932,9216,34,144,64,1,24576,fp8,fp8,bf16,8,30.126477,30.126477,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,65536,2.1211,1.9359,2.3063,8.73,43311,5414,7.4,3552.5,7.5,109.0,low
107,False,serving_cost,0.63254838,11264,22,176,64,16,29696,bf16,fp8,bf16,8,28.88824,28.88824,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,22,none,0,0,dense,0,0,0,1,32000,2.2023,2.0142,2.3904,8.54,45381,5673,7.7,2962.6,7.6,121.8,low
108,False,serving_cost,0.63684550,9216,37,72,128,1,24576,fp8,fp8,bf16,4,32.103623,32.103623,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,37,none,0,0,dense,0,0,0,1,32000,2.1409,1.9532,2.3287,8.77,42999,5375,8.1,2921.1,8.0,113.0,low
109,False,serving_cost,0.63943742,9216,30,144,64,8,24576,bf16,bf16,bf16,8,30.482657,30.482657,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,30,none,0,0,dense,0,0,0,1,256000,2.0139,1.8442,2.1837,8.43,34379,4297,7.9,3410.0,8.4,107.4,medium
110,False,serving_cost,0.64052942,11264,21,88,128,8,29696,bf16,bf16,bf16,8,29.776361,29.776361,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,21,none,0,0,dense,0,0,0,1,128256,2.1126,1.9331,2.2920,8.49,37369,4671,8.5,2397.5,8.4,122.3,medium
111,False,serving_cost,0.65244383,10240,25,160,64,32,27648,fp8,fp8,bf16,4,30.152315,30.152315,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,25,none,0,0,dense,0,0,0,1,128256,2.1128,1.9302,2.2954,8.64,49708,6214,8.2,2976.5,7.5,118.5,low
112,False,serving_cost,0.65620030,10240,27,80,128,8,27648,fp8,fp8,bf16,8,30.503629,30.503629,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,65536,2.1300,1.9512,2.3089,8.40,50221,6278,8.8,2438.2,7.7,122.5,low
113,False,serving_cost,0.65753685,9216,35,144,64,8,24576,fp8,fp8,bf16,8,30.6479,30.6479,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,35,none,0,0,dense,0,0,0,1,32000,2.1205,1.9395,2.3015,8.54,42075,5259,7.6,3650.8,7.6,110.3,low
114,False,serving_cost,0.66590123,14336,11,112,192,112,37888,fp8,fp8,bf16,8,28.383302,28.383302,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.5429,2.2520,2.8338,11.44,59697,7462,7.3,2366.6,7.4,130.5,low
115,False,serving_cost,0.66962897,10240,25,160,64,16,27648,bf16,fp8,bf16,8,29.628027,29.628027,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,25,none,0,0,dense,0,0,0,1,128256,2.0585,1.8873,2.2296,8.32,45632,5704,8.5,3027.4,7.7,119.4,medium
116,False,serving_cost,0.66954005,9216,38,72,128,1,24576,fp8,fp8,bf16,4,33.573482,33.573482,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,38,none,0,0,dense,0,0,0,1,65536,2.0951,1.9115,2.2787,8.76,41866,5233,8.3,2994.3,8.3,114.4,low
117,False,serving_cost,0.67062416,8192,43,64,128,8,21504,fp8,fp8,bf16,4,31.319572,31.319572,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,43,none,0,0,dense,0,0,0,1,128256,1.9904,1.8228,2.1580,8.42,44038,5505,9.0,2972.3,7.7,109.6,medium
118,False,serving_cost,0.67754453,9216,33,72,128,8,24576,bf16,bf16,bf16,4,33.370491,33.370491,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,33,none,0,0,dense,0,0,0,1,256000,1.9889,1.8237,2.1541,8.31,32829,4104,8.8,2907.1,9.1,112.0,medium
119,False,serving_cost,0.68130450,10240,27,80,128,1,27648,fp8,fp8,bf16,8,33.908879,33.908879,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,256000,2.1156,1.9295,2.3018,8.80,50213,6277,8.8,2438.2,8.3,122.9,low
120,False,serving_cost,0.68615272,8192,43,64,128,8,21504,fp8,fp8,bf16,4,33.41253,33.41253,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,43,none,0,0,dense,0,0,0,1,256000,1.9828,1.8158,2.1497,8.42,44034,5504,9.0,2972.3,8.1,109.8,medium
121,False,serving_cost,0.69516139,10240,23,160,64,8,27648,bf16,bf16,bf16,16,29.842944,29.842944,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,23,none,0,0,dense,0,0,0,1,256000,2.0793,1.8994,2.2592,8.65,37549,4694,8.9,2987.6,8.3,117.9,medium
122,False,serving_cost,0.69797846,9216,35,144,64,16,24576,bf16,fp8,bf16,4,32.752392,32.752392,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,35,none,0,0,dense,0,0,0,1,128256,2.0020,1.8350,2.1690,8.34,38214,4777,8.0,3718.7,8.3,111.6,low
123,False,serving_cost,0.70005219,10240,27,80,128,16,27648,bf16,fp8,bf16,4,32.354365,32.354365,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.0550,1.8817,2.2283,8.43,44660,5582,9.2,2509.9,8.3,123.8,low
124,False,serving_cost,0.71630192,14336,13,112,192,112,37888,bf16,bf16,bf16,4,28.546675,28.546675,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4213,2.1640,2.6787,10.63,32699,4087,7.4,3065.4,8.3,127.7,low
125,False,serving_cost,0.71980266,16384,10,128,192,128,44032,fp8,fp8,bf16,8,27.366064,27.366064,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,10,none,0,0,dense,0,0,0,1,65536,2.7167,2.3671,3.0663,12.87,53498,6687,6.9,2488.2,7.4,140.3,low
126,False,serving_cost,0.73204841,7168,55,112,64,8,19456,fp8,fp8,bf16,4,32.737331,32.737331,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9974,1.8289,2.1659,8.44,37716,4714,8.4,4341.8,7.9,97.5,low
127,False,serving_cost,0.73369314,9216,33,144,64,8,24576,bf16,bf16,bf16,8,30.704486,30.704486,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,33,none,0,0,dense,0,0,0,1,128256,1.9987,1.8310,2.1663,8.39,31258,3907,8.7,3729.8,8.5,111.4,medium
128,False,serving_cost,0.73613248,7168,54,112,64,1,19456,bf16,fp8,bf16,4,31.862018,31.862018,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,54,none,0,0,dense,0,0,0,1,256000,1.9987,1.8262,2.1712,8.63,35639,4455,8.5,4325.0,8.0,97.7,medium
129,False,serving_cost,0.74918404,11264,22,88,192,88,29696,fp8,fp8,bf16,4,29.105951,29.105951,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,22,none,0,0,dense,0,0,0,1,128256,2.1592,1.9686,2.3498,8.83,42250,5281,8.6,3523.5,7.4,123.7,low
130,False,serving_cost,0.75343138,14336,15,112,128,8,37888,fp8,fp8,bf16,16,32.927814,32.927814,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,15,none,0,0,dense,0,0,0,1,65536,2.4884,2.2186,2.7582,10.84,54617,6827,8.5,2024.5,8.4,144.1,low
131,False,serving_cost,0.75535239,8192,46,64,128,8,21504,fp8,fp8,bf16,4,33.358053,33.358053,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,46,none,0,0,dense,0,0,0,1,128256,1.9848,1.8177,2.1519,8.42,41167,5146,9.7,3164.9,8.1,113.1,medium
132,False,serving_cost,0.75546285,7168,56,112,64,8,19456,fp8,fp8,bf16,4,33.265828,33.265828,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9968,1.8283,2.1653,8.44,37042,4630,8.5,4416.9,8.0,98.3,low
133,False,serving_cost,0.75834529,10240,26,80,128,16,27648,bf16,bf16,bf16,4,29.282017,29.282017,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,26,none,0,0,dense,0,0,0,1,32000,2.1291,1.9504,2.3079,8.40,34434,4304,10.1,2639.4,8.2,123.8,low
134,False,serving_cost,0.75934816,7168,55,112,64,8,19456,bf16,fp8,bf16,4,32.737331,32.737331,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9540,1.7922,2.1159,8.28,34990,4374,8.7,4401.1,8.2,98.6,medium
135,False,serving_cost,0.76199826,16384,10,128,192,128,44032,bf16,fp8,bf16,8,27.366064,27.366064,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,10,none,0,0,dense,0,0,0,1,65536,2.6732,2.3319,3.0145,12.77,46668,5834,7.4,2566.1,7.5,140.9,low
136,False,serving_cost,0.76516224,9216,36,72,128,8,24576,bf16,bf16,bf16,4,33.620632,33.620632,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,36,none,0,0,dense,0,0,0,1,128256,1.9796,1.8155,2.1436,8.29,30097,3762,9.6,3152.1,9.2,115.8,medium
137,False,serving_cost,0.76537438,7168,57,112,64,8,19456,fp8,fp8,bf16,4,31.962986,31.962986,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,2.0042,1.8351,2.1733,8.44,36395,4549,8.7,4492.0,7.8,98.8,low
138,False,serving_cost,0.77418445,10240,25,160,64,8,27648,bf16,bf16,bf16,16,29.365883,29.365883,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,25,none,0,0,dense,0,0,0,1,128256,2.0630,1.8861,2.2400,8.58,34551,4319,9.6,3229.0,8.2,121.8,medium
139,False,serving_cost,0.77385402,14336,14,112,192,112,37888,bf16,bf16,bf16,4,27.699847,27.699847,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.4685,2.2140,2.7230,10.31,30368,3796,8.0,3284.9,8.1,130.6,low
140,False,serving_cost,0.78325609,7168,56,112,64,8,19456,bf16,fp8,bf16,4,33.265828,33.265828,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9534,1.7916,2.1153,8.28,34365,4296,8.8,4477.3,8.3,99.4,medium
141,False,serving_cost,0.78451926,10240,30,80,128,8,27648,fp8,fp8,bf16,8,33.74379,33.74379,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,30,none,0,0,dense,0,0,0,1,65536,2.1015,1.9265,2.2764,8.32,45200,5650,9.8,2685.6,8.4,128.7,low
142,False,serving_cost,0.78876879,7168,58,112,64,8,19456,fp8,fp8,bf16,4,32.491483,32.491483,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,58,none,0,0,dense,0,0,0,1,128256,2.0039,1.8348,2.1730,8.44,35768,4471,8.8,4567.1,7.9,99.6,low
143,False,serving_cost,0.78971247,7168,57,112,64,1,19456,bf16,fp8,bf16,4,30.697748,30.697748,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,65536,2.0475,1.8707,2.2243,8.63,33768,4221,9.0,4553.5,7.7,99.5,low
144,False,serving_cost,0.78948148,10240,30,80,128,1,27648,fp8,fp8,bf16,8,34.477793,34.477793,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,30,none,0,0,dense,0,0,0,1,128256,2.0927,1.9105,2.2750,8.71,45198,5650,9.8,2685.6,8.5,128.8,low
145,False,serving_cost,0.79217146,9216,31,144,64,8,24576,fp8,fp8,bf16,16,31.341459,31.341459,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0511,1.8754,2.2268,8.57,47494,5937,9.9,3257.7,7.7,120.8,low
146,False,serving_cost,0.79300532,7168,57,112,64,8,19456,bf16,fp8,bf16,4,31.962986,31.962986,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9608,1.7984,2.1233,8.28,33766,4221,9.0,4553.5,8.0,99.8,medium
147,False,serving_cost,0.79459227,14336,13,112,192,112,37888,fp8,fp8,bf16,8,28.546675,28.546675,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4478,2.1887,2.7069,10.58,50526,6316,8.6,2758.4,7.5,139.1,low
148,False,serving_cost,0.79540129,9216,33,72,128,1,24576,fp8,fp8,bf16,8,32.825494,32.825494,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,33,none,0,0,dense,0,0,0,1,256000,2.0488,1.8728,2.2248,8.59,48200,6025,10.5,2628.2,8.1,124.5,low
149,False,serving_cost,0.80361262,10240,24,80,192,80,27648,bf16,fp8,bf16,4,29.481206,29.481206,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,24,none,0,0,dense,0,0,0,1,256000,2.0645,1.8885,2.2405,8.52,38458,4807,9.7,3567.1,7.7,120.5,medium
150,False,serving_cost,0.80626493,10240,27,80,128,8,27648,bf16,bf16,bf16,8,31.788134,31.788134,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.0404,1.8725,2.2082,8.23,33554,4194,10.4,2721.6,8.8,126.4,medium
